"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.5,20,-0.5,-3.6,0.000159,0.000441,0.000633,0.000382,0.000281,0.000474,0.000223,1e-06,2e-06,2e-06,1e-06,2e-06,2e-06,"dir",0.000281,1e-06,1e-06
100,0.5,20,-0.5,-3.5,0.000233,0.000623,0.000881,0.000539,0.00039,0.000648,0.000306,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,"dir",0.00039,2e-06,2e-06
100,0.5,20,-0.5,-3.4,0.000337,0.000868,0.001209,0.000748,0.000531,0.000872,0.000411,3e-06,5e-06,4e-06,3e-06,4e-06,4e-06,"dir",0.000531,3e-06,3e-06
100,0.5,20,-0.5,-3.3,0.000483,0.001193,0.001638,0.001025,0.000709,0.001155,0.000542,5e-06,8e-06,7e-06,4e-06,6e-06,6e-06,"dir",0.000709,5e-06,4e-06
100,0.5,20,-0.5,-3.2,0.000687,0.001619,0.002197,0.00139,0.000932,0.00151,0.000703,7e-06,1.1e-05,1e-05,6e-06,9e-06,1e-05,"dir",0.000932,7e-06,6e-06
100,0.5,20,-0.5,-3.1,0.000968,0.002173,0.002917,0.001864,0.001205,0.00195,0.000897,1e-05,1.7e-05,1.5e-05,9e-06,1.3e-05,1.4e-05,"dir",0.001205,1e-05,9e-06
100,0.5,20,-0.5,-3,0.00135,0.002889,0.003841,0.00248,0.001539,0.002491,0.00113,1.5e-05,2.4e-05,2.1e-05,1.2e-05,1.8e-05,2e-05,"dir",0.001539,1.5e-05,1.2e-05
100,0.5,20,-0.5,-2.9,0.001866,0.003807,0.005018,0.003276,0.001941,0.003153,0.00141,2.1e-05,3.5e-05,3e-05,1.8e-05,2.5e-05,2.8e-05,"dir",0.001941,2.1e-05,1.8e-05
100,0.5,20,-0.5,-2.8,0.002555,0.004979,0.006508,0.004304,0.002424,0.003953,0.001749,3e-05,5e-05,4.2e-05,2.4e-05,3.4e-05,3.9e-05,"dir",0.002424,3e-05,2.4e-05
100,0.5,20,-0.5,-2.7,0.003467,0.006462,0.008377,0.005624,0.002995,0.00491,0.002157,4.2e-05,7.1e-05,5.8e-05,3.3e-05,4.7e-05,5.4e-05,"dir",0.002995,4.2e-05,3.3e-05
100,0.5,20,-0.5,-2.6,0.004661,0.008325,0.010703,0.007303,0.003664,0.006042,0.002642,5.8e-05,9.9e-05,8e-05,4.5e-05,6.2e-05,7.3e-05,"dir",0.003664,5.8e-05,4.5e-05
100,0.5,20,-0.5,-2.5,0.00621,0.010645,0.013571,0.009414,0.004436,0.007361,0.003204,8e-05,0.000137,0.000109,6e-05,8.3e-05,9.9e-05,"dir",0.004436,8e-05,6e-05
100,0.5,20,-0.5,-2.4,0.008198,0.013508,0.017074,0.012038,0.00531,0.008877,0.00384,0.000107,0.000186,0.000146,7.9e-05,0.000108,0.000132,"dir",0.00531,0.000107,7.9e-05
100,0.5,20,-0.5,-2.3,0.010724,0.017006,0.021315,0.015276,0.006282,0.010591,0.004552,0.000142,0.000251,0.000194,0.000103,0.000139,0.000173,"dir",0.006282,0.000142,0.000103
100,0.5,20,-0.5,-2.2,0.013903,0.021244,0.026408,0.019245,0.00734,0.012504,0.005341,0.000187,0.000333,0.000253,0.000133,0.000177,0.000225,"dir",0.00734,0.000187,0.000133
100,0.5,20,-0.5,-2.1,0.017864,0.026334,0.032476,0.024067,0.008469,0.014611,0.006202,0.000241,0.000437,0.000326,0.000169,0.000224,0.000288,"dir",0.008469,0.000241,0.000169
100,0.5,20,-0.5,-2,0.02275,0.032403,0.039656,0.029872,0.009653,0.016906,0.007122,0.000306,0.000565,0.000415,0.000213,0.00028,0.000365,"dir",0.009653,0.000306,0.000213
100,0.5,20,-0.5,-1.9,0.028717,0.039587,0.048091,0.036799,0.010871,0.019374,0.008082,0.000384,0.00072,0.000521,0.000266,0.000345,0.000457,"dir",0.010871,0.000384,0.000266
100,0.5,20,-0.5,-1.8,0.03593,0.04803,0.057925,0.04499,0.0121,0.021995,0.00906,0.000473,0.000902,0.000647,0.000327,0.000419,0.000566,"dir",0.0121,0.000473,0.000327
100,0.5,20,-0.5,-1.7,0.044565,0.057876,0.069296,0.054588,0.01331,0.02473,0.010022,0.000574,0.001112,0.000791,0.000397,0.000501,0.000692,"dir",0.01331,0.000574,0.000397
100,0.5,20,-0.5,-1.6,0.054799,0.069262,0.082335,0.065725,0.014463,0.027536,0.010925,0.000683,0.001347,0.000954,0.000475,0.00059,0.000837,"dir",0.014463,0.000683,0.000475
100,0.5,20,-0.5,-1.5,0.066807,0.08232,0.097164,0.078529,0.015513,0.030357,0.011722,0.000797,0.001604,0.001134,0.000558,0.000683,0.000998,"dir",0.015513,0.000797,0.000558
100,0.5,20,-0.5,-1.4,0.080757,0.09717,0.113892,0.093125,0.016414,0.033135,0.012368,0.000913,0.001876,0.001326,0.000645,0.000779,0.001175,"dir",0.016414,0.000913,0.000645
100,0.5,20,-0.5,-1.3,0.0968,0.113921,0.13261,0.109636,0.017121,0.03581,0.012835,0.001027,0.002157,0.001526,0.000735,0.000876,0.001364,"dir",0.017121,0.001027,0.000735
100,0.5,20,-0.5,-1.2,0.11507,0.132664,0.153388,0.12818,0.017594,0.038318,0.013111,0.001134,0.002438,0.001729,0.000826,0.000972,0.00156,"dir",0.017594,0.001134,0.000826
100,0.5,20,-0.5,-1.1,0.135666,0.153466,0.176262,0.148864,0.0178,0.040596,0.013198,0.001232,0.002711,0.00193,0.000917,0.001065,0.001759,"dir",0.0178,0.001232,0.000917
100,0.5,20,-0.5,-1,0.158655,0.176365,0.20123,0.171763,0.01771,0.042574,0.013107,0.001318,0.002963,0.002126,0.001006,0.001153,0.001958,"dir",0.01771,0.001318,0.001006
100,0.5,20,-0.5,-0.9,0.18406,0.201359,0.228246,0.196905,0.017299,0.044186,0.012845,0.001388,0.003183,0.002316,0.00109,0.001233,0.002156,"dir",0.017299,0.001388,0.00109
100,0.5,20,-0.5,-0.8,0.211855,0.228402,0.257221,0.22426,0.016546,0.045365,0.012404,0.00144,0.00336,0.002501,0.001169,0.001305,0.002352,"dir",0.016546,0.00144,0.001169
100,0.5,20,-0.5,-0.7,0.241964,0.257402,0.288024,0.253737,0.015438,0.04606,0.011773,0.001477,0.003489,0.002678,0.001241,0.00137,0.002544,"dir",0.015438,0.001477,0.001241
100,0.5,20,-0.5,-0.6,0.274253,0.28823,0.320491,0.285203,0.013977,0.046238,0.01095,0.001502,0.003564,0.002836,0.001309,0.001429,0.002722,"dir",0.013977,0.001502,0.001309
100,0.5,20,-0.5,-0.5,0.308538,0.320721,0.354427,0.318486,0.012184,0.045889,0.009949,0.001518,0.003585,0.002972,0.001372,0.001482,0.002879,"dir",0.012184,0.001518,0.001372
100,0.5,20,-0.5,-0.4,0.344578,0.354679,0.389602,0.353365,0.0101,0.045024,0.008787,0.001531,0.003552,0.003091,0.001432,0.001528,0.003019,"dir",0.0101,0.001531,0.001432
100,0.5,20,-0.5,-0.3,0.382089,0.389874,0.425755,0.389568,0.007785,0.043667,0.007479,0.001544,0.003468,0.003204,0.001487,0.001565,0.003154,"dir",0.007785,0.001544,0.001487
100,0.5,20,-0.5,-0.2,0.42074,0.426044,0.46259,0.426787,0.005303,0.04185,0.006047,0.001559,0.003339,0.003313,0.001534,0.001591,0.003283,"dir",0.005303,0.001559,0.001534
100,0.5,20,-0.5,-0.0999999999999996,0.460172,0.462891,0.499784,0.464699,0.002719,0.039612,0.004527,0.001578,0.003173,0.003408,0.001574,0.001607,0.003395,"dir",0.002719,0.001578,0.001574
100,0.5,20,-0.5,0,0.5,0.500092,0.537002,0.502956,9.2e-05,0.037002,0.002956,0.001601,0.002977,0.003475,0.001605,0.001611,0.003473,"dir",9.2e-05,0.001601,0.001605
100,0.5,20,-0.5,0.100000000000001,0.539828,0.537309,0.57391,0.541182,-0.002518,0.034082,0.001355,0.001627,0.002761,0.003504,0.001624,0.001602,0.003509,"dir",-0.002518,0.001627,0.001624
100,0.5,20,-0.5,0.2,0.57926,0.574209,0.610188,0.578997,-0.005051,0.030928,-0.000263,0.001652,0.002531,0.003485,0.001629,0.001578,0.003492,"dir",-0.005051,0.001652,0.001629
100,0.5,20,-0.5,0.3,0.617911,0.610471,0.645532,0.616049,-0.00744,0.027621,-0.001863,0.001669,0.002296,0.003408,0.001617,0.001536,0.003411,"dir",-0.00744,0.001669,0.001617
100,0.5,20,-0.5,0.4,0.655422,0.645795,0.679658,0.65203,-0.009627,0.024236,-0.003392,0.001675,0.002062,0.003269,0.001585,0.001477,0.003264,"dir",-0.009627,0.001675,0.001585
100,0.5,20,-0.5,0.5,0.691462,0.679895,0.712306,0.686666,-0.011567,0.020844,-0.004797,0.001664,0.001834,0.003079,0.001533,0.001402,0.003063,"dir",-0.011567,0.001664,0.001533
100,0.5,20,-0.5,0.600000000000001,0.725747,0.712514,0.743257,0.719708,-0.013233,0.01751,-0.006039,0.001633,0.001617,0.00286,0.001461,0.001313,0.002829,"dir",-0.013233,0.001633,0.001461
100,0.5,20,-0.5,0.7,0.758036,0.743434,0.772343,0.750937,-0.014602,0.014306,-0.007099,0.001584,0.001417,0.002634,0.001373,0.001215,0.002588,"dir",-0.014602,0.001584,0.001373
100,0.5,20,-0.5,0.800000000000001,0.788145,0.772488,0.799445,0.780176,-0.015657,0.011301,-0.007969,0.001517,0.001238,0.002415,0.001275,0.001113,0.002357,"dir",-0.015657,0.001517,0.001275
100,0.5,20,-0.5,0.9,0.81594,0.79956,0.824492,0.807288,-0.01638,0.008552,-0.008652,0.001437,0.001081,0.002207,0.001171,0.001009,0.002137,"dir",-0.01638,0.001437,0.001171
100,0.5,20,-0.5,1,0.841345,0.824579,0.847449,0.832187,-0.016766,0.006104,-0.009158,0.001343,0.000941,0.002004,0.001064,0.000906,0.001924,"dir",-0.016766,0.001343,0.001064
100,0.5,20,-0.5,1.1,0.864334,0.847509,0.868315,0.85484,-0.016825,0.003981,-0.009493,0.001238,0.000817,0.001801,0.000956,0.000803,0.001715,"dir",-0.016825,0.001238,0.000956
100,0.5,20,-0.5,1.2,0.88493,0.868352,0.887122,0.875281,-0.016578,0.002192,-0.00965,0.001122,0.000705,0.001599,0.000848,0.000702,0.001508,"dir",-0.016578,0.001122,0.000848
100,0.5,20,-0.5,1.3,0.9032,0.887138,0.903929,0.89359,-0.016061,0.00073,-0.00961,0.000999,0.000605,0.001401,0.000742,0.000606,0.001311,"dir",-0.016061,0.000999,0.000742
100,0.5,20,-0.5,1.4,0.919243,0.903928,0.918824,0.909875,-0.015315,-0.00042,-0.009369,0.000874,0.000515,0.001212,0.000641,0.000516,0.001126,"dir",-0.015315,0.000874,0.000641
100,0.5,20,-0.5,1.5,0.933193,0.918807,0.931909,0.924245,-0.014386,-0.001284,-0.008948,0.000751,0.000435,0.001035,0.000546,0.000434,0.000957,"dir",-0.014386,0.000751,0.000546
100,0.5,20,-0.5,1.6,0.945201,0.931879,0.943305,0.936813,-0.013322,-0.001896,-0.008388,0.000635,0.000363,0.000871,0.000459,0.00036,0.000803,"dir",-0.013322,0.000635,0.000459
100,0.5,20,-0.5,1.7,0.955435,0.943263,0.953141,0.947697,-0.012172,-0.002294,-0.007738,0.000528,3e-04,0.000724,0.000381,0.000295,0.000665,"dir",-0.012172,0.000528,0.000381
100,0.5,20,-0.5,1.8,0.96407,0.953089,0.961555,0.957021,-0.010981,-0.002515,-0.007048,0.000431,0.000244,0.000593,0.000311,0.000239,0.000545,"dir",-0.010981,0.000431,0.000311
100,0.5,20,-0.5,1.9,0.971283,0.961496,0.968692,0.964923,-0.009787,-0.002591,-0.00636,0.000347,0.000197,0.00048,0.000251,0.00019,0.00044,"dir",-0.009787,0.000347,0.000251
100,0.5,20,-0.5,2,0.97725,0.968629,0.974696,0.971555,-0.008621,-0.002553,-0.005695,0.000274,0.000156,0.000383,2e-04,0.00015,0.000351,"dir",-0.008621,0.000274,2e-04
100,0.5,20,-0.5,2.1,0.982136,0.974632,0.979707,0.977081,-0.007504,-0.002429,-0.005054,0.000213,0.000122,0.000301,0.000157,0.000116,0.000276,"dir",-0.007504,0.000213,0.000157
